scrubbed_genus,scrubbed_species_binomial,latitude,longitude,extant_of_fossil,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world,on map coded,gbifID(OnlyRecordedForC.pechuelii)
Serjania,Serjania atrolineata,10.893056,-84.7875,extant,3/16/93,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,13.81666,-84.78333,extant,2/7/84,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania rhombea,13.71666,-84.78333,extant,1/9/84,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania mexicana,13.76666,-84.78333,extant,12/12/80,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania atrolineata,10.89,-84.78,extant,3/16/93,MO,CR,CR,CR,NA,280,1,NA,
Serjania,Serjania atrolineata,10.89,-84.78,extant,3/16/93,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania atrolineata,13.725,-84.77916,extant,3/14/61,MO,US,US,US,NA,280,1,NA,
Serjania,Serjania rhombea,10.913889,-84.768056,extant,12/2/93,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,13.76666,-84.76666,extant,3/12/84,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania rhombea,10.91,-84.76,extant,12/2/93,MO,"INB, MO","INB, MO","INB, MO",NA,280,1,NA,
Serjania,Serjania racemosa,10.3,-84.750001,extant,12/21/90,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania racemosa,10.33,-84.75,extant,1/8/87,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania racemosa,10.33,-84.75,extant,1/8/87,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania rhombea,13.71666,-84.75,extant,1/4/84,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania racemosa,10.3,-84.75,extant,NA,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania racemosa,10.333333,-84.75,extant,1/8/87,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania paniculata,10.3,-84.733333,extant,12/19/88,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania paniculata,10.3,-84.733333,extant,12/19/88,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,13.76666,-84.73333,extant,4/29/78,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania paniculata,10.3,-84.73,extant,12/19/88,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania cornigera,11.03,-84.73,extant,8/1/49,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania paniculata,10.3,-84.73,extant,12/19/88,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania paniculata,10.3,-84.73,extant,NA,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania paniculata,10.316667,-84.716667,extant,12/14/87,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania atrolineata,13.76666,-84.71666,extant,3/13/84,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania mexicana,10.45,-84.71,extant,4/11/74,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania paniculata,10.31,-84.71,extant,12/14/87,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania triquetra,9.894722,-84.705,extant,11/28/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania goniocarpa,9.89472,-84.705,extant,11/28/01,GBIF,G,G,G,Geneva Herbarium – General Collection (G),3547,1,NA,
Serjania,Serjania triquetra,9.894722,-84.705,extant,11/28/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.894722,-84.705,extant,11/28/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.894722,-84.705,extant,11/28/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.8947222,-84.705,extant,11/28/01,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania triquetra,9.894722,-84.705,extant,11/28/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,10.46,-84.7,extant,4/16/90,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania triquetra,9.86,-84.7,extant,11/20/95,MO,INB,INB,INB,NA,280,1,NA,
Serjania,Serjania triquetra,9.86,-84.69,extant,11/20/95,MO,"INB, MO","INB, MO","INB, MO",NA,280,1,NA,
Serjania,Serjania acuta,13.96666,-84.68333,extant,2/21/79,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania triquetra,9.8572222,-84.67167,extant,11/12/98,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania triquetra,9.857222,-84.671667,extant,11/12/98,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.857222,-84.671667,extant,11/12/98,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.857222,-84.671667,extant,11/12/98,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.857222,-84.671667,extant,11/12/98,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,10.35,-84.666667,extant,5/1/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,10.35,-84.666667,extant,5/1/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,10.35,-84.666667,extant,5/1/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,10.35,-84.666667,extant,5/1/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania acuta,13.99166,-84.65,extant,4/23/78,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania triquetra,9.72,-84.65,extant,9/19/96,MO,"INB, MO","INB, MO","INB, MO",NA,280,1,NA,
Serjania,Serjania atrolineata,9.59055,-84.6225,extant,2/5/64,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania atrolineata,9.59,-84.62,extant,2/5/64,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania caracasana,9.769444,-84.608333,extant,1/14/91,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,9.76,-84.6,extant,1/14/91,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania mexicana,9.780556,-84.594444,extant,11/27/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.780556,-84.594444,extant,11/27/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.780556,-84.594444,extant,11/27/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.780556,-84.594444,extant,11/27/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.78,-84.59,extant,11/27/96,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania mexicana,9.78,-84.59,extant,11/27/96,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania mexicana,10.216667,-84.588889,extant,4/16/90,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.80556,-84.58056,extant,3/29/00,GBIF,G,G,G,Geneva Herbarium – General Collection (G),3547,1,NA,
Serjania,Serjania mexicana,9.805556,-84.580556,extant,3/29/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.805556,-84.580556,extant,3/29/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.805556,-84.580556,extant,3/29/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.805556,-84.580556,extant,3/29/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.805556,-84.580556,extant,3/29/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.805556,-84.580556,extant,3/29/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.80555,-84.58055,extant,3/29/00,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania mexicana,9.8,-84.58,extant,3/29/00,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania mexicana,11.1997222,-84.5747223,extant,5/9/11,MO,"HULE, MO","HULE, MO","HULE, MO",NA,280,1,NA,
Serjania,Serjania mexicana,9.766667,-84.566667,extant,7/27/95,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.76666,-84.56666,extant,7/27/95,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania mexicana,14.01666,-84.56666,extant,2/20/79,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania rhombea,9.772222,-84.563889,extant,11/1/90,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.747222,-84.563889,extant,11/14/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.747222,-84.563889,extant,11/14/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.747222,-84.563889,extant,11/14/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.747222,-84.563889,extant,11/14/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.747222,-84.563889,extant,11/14/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.747222,-84.563889,extant,11/14/00,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.7472222,-84.5638889,extant,11/14/00,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania caracasana,10.035833,-84.546944,extant,1/29/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,10.035833,-84.546944,extant,1/29/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,10.035833,-84.546944,extant,1/29/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,10.035833,-84.546944,extant,1/29/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,10.035833,-84.546944,extant,1/29/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,10.035833,-84.54694,extant,1/29/01,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania macrocarpa,9.783333,-84.544444,extant,3/17/90,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.78333,-84.54444,extant,3/17/90,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania macrocarpa,9.78,-84.54,extant,3/17/90,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania rhombea,9.726278,-84.539111,extant,11/27/01,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.766667,-84.533333,extant,4/2/93,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.766667,-84.533333,extant,4/2/93,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.76,-84.53,extant,4/2/93,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania rhombea,9.76,-84.52,extant,11/27/01,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania pluvialiflorens,10.5,-84.5,extant,11/28/92,GBIF,F,F,F,Botany,3567,1,NA,
Serjania,Serjania pyramidata,10.363889,-84.481944,extant,8/7/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.812222,-84.471111,extant,12/7/04,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.812222,-84.471111,extant,12/7/04,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.812222,-84.471111,extant,12/7/04,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania acuta,10.06,-84.47,extant,3/11/83,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania rhombea,9.81,-84.47,extant,NA,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania rhombea,9.8875,-84.469445,extant,12/13/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.8875,-84.469445,extant,12/13/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.8875,-84.469445,extant,12/13/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.8875,-84.4694445,extant,12/13/96,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania rhombea,9.88667,-84.46722,extant,3/11/01,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania mexicana,11.03333,-84.46666,extant,2/19/84,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania racemosa,9.7416666,-84.4638889,extant,12/5/91,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania rhombea,9.88,-84.46,extant,NA,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania mexicana,11.055,-84.454722,extant,3/1/05,GBIF,NHMUK,NHMUK,NHMUK,BOT,2075,1,NA,
Serjania,Serjania pyramidata,11.66666,-84.43333,extant,2/11/78,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania mexicana,10.31222,-84.42666,extant,1/1/39,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania macrocarpa,9.680556,-84.395833,extant,2/18/02,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.680556,-84.395833,extant,2/18/02,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.680556,-84.395833,extant,2/18/02,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.6805556,-84.39583,extant,2/18/02,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania rhombea,9.707778,-84.393889,extant,1/6/93,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania paniculata,9.740278,-84.393056,extant,8/18/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania pyramidata,9.697222,-84.391667,extant,12/28/98,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania paniculata,9.74,-84.39,extant,1/1/96,MO,INB,INB,INB,NA,280,1,NA,
Serjania,Serjania rhombea,9.7,-84.39,extant,1/6/93,MO,CR,CR,CR,NA,280,1,NA,
Serjania,Serjania rhombea,9.7,-84.39,extant,11/5/03,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania rhombea,9.67,-84.39,extant,8/18/96,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania rhombea,9.7,-84.39,extant,1/6/93,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania rhombea,9.67,-84.39,extant,8/18/96,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania decapleuria,9.699722,-84.384444,extant,3/22/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania decapleuria,9.699722,-84.384444,extant,3/22/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.716667,-84.383333,extant,12/21/89,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.7167,-84.3833,extant,12/21/89,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania macrocarpa,9.677778,-84.381944,extant,10/20/96,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania macrocarpa,9.67,-84.38,extant,10/20/96,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania decapleuria,9.69,-84.38,extant,3/22/97,MO,"INB, MO","INB, MO","INB, MO",NA,280,1,NA,
Serjania,Serjania macrocarpa,9.67,-84.38,extant,10/20/96,MO,INB,INB,INB,NA,280,1,NA,
Serjania,Serjania rhombea,9.71,-84.38,extant,NA,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania rhombea,9.71,-84.38,extant,12/21/89,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania decapleuria,9.69,-84.38,extant,1/1/97,MO,INB,INB,INB,NA,280,1,NA,
Serjania,Serjania macrocarpa,9.67,-84.38,extant,10/20/96,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania rhombea,11.0591667,-84.3758334,extant,4/8/05,MO,"HULE, MO","HULE, MO","HULE, MO",NA,280,1,NA,
Serjania,Serjania rhombea,11.12083,-84.35111,extant,3/27/05,MO,"HULE, MO","HULE, MO","HULE, MO",NA,280,1,NA,
Serjania,Serjania mexicana,11.12083,-84.35111,extant,3/27/05,MO,"HULE, MO","HULE, MO","HULE, MO",NA,280,1,NA,
Serjania,Serjania triquetra,9.724998,-84.350001,extant,2/27/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.724998,-84.350001,extant,2/27/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.724998,-84.350001,extant,2/27/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.724998,-84.350001,extant,2/27/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.724998,-84.350001,extant,2/27/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.724998,-84.350001,extant,2/27/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania triquetra,9.7249981,-84.35,extant,2/27/05,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania mexicana,9.750556,-84.347222,extant,3/8/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.750556,-84.347222,extant,3/8/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.750556,-84.347222,extant,3/8/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.769444,-84.323611,extant,2/10/02,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.769444,-84.323611,extant,2/10/02,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania paucidentata,11.13333,-84.31666,extant,9/4/91,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania mexicana,9.904089,-84.30142,extant,1/29/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.904089,-84.30142,extant,1/29/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,9.904089,-84.30142,extant,1/29/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.904089,-84.30142,extant,1/29/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,9.9040892,-84.30142,extant,1/29/05,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania caracasana,9.904089,-84.30142,extant,1/29/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.9040892,-84.30142,extant,1/29/05,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania caracasana,9.904089,-84.30142,extant,1/29/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania racemosa,9.715833,-84.283889,extant,2/26/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania racemosa,9.715833,-84.283889,extant,2/26/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania racemosa,9.715833,-84.283889,extant,2/26/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,9.9,-84.283333,extant,2/16/90,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania atrolineata,12.15,-84.28333,extant,1/31/85,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania caracasana,9.9,-84.28,extant,2/16/90,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania racemosa,9.71,-84.28,extant,2/26/97,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania caracasana,9.9,-84.28,extant,2/16/90,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania mexicana,9.698611,-84.275556,extant,5/3/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.698611,-84.275556,extant,4/10/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.698611,-84.275556,extant,5/3/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.698611,-84.275556,extant,4/10/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.698611,-84.275556,extant,5/3/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.698611,-84.275556,extant,4/10/97,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,10.882689,-84.273048,extant,8/25/12,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,9.69,-84.27,extant,4/10/97,MO,"INB, MO","INB, MO","INB, MO",NA,280,1,NA,
Serjania,Serjania mexicana,9.69,-84.27,extant,5/9/97,MO,"CR, MO","CR, MO","CR, MO",NA,280,1,NA,
Serjania,Serjania mexicana,9.69,-84.27,extant,8/10/97,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania caracasana,9.9,-84.27,extant,2/5/97,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania mexicana,9.69,-84.27,extant,5/3/97,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania caracasana,9.901377,-84.269508,extant,1/25/03,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,9.901377,-84.269508,extant,1/25/03,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania caracasana,9.901377,-84.269508,extant,1/25/03,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.9111111,-84.26667,extant,11/20/04,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania atrolineata,9.9111111,-84.26667,extant,3/12/05,MO,"INB, MO","INB, MO","INB, MO",NA,280,1,NA,
Serjania,Serjania rhombea,9.911111,-84.266667,extant,11/20/04,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.911111,-84.266667,extant,11/20/04,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania rhombea,9.911111,-84.266667,extant,11/20/04,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania atrolineata,9.911111,-84.266667,extant,3/12/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania atrolineata,9.911111,-84.266667,extant,3/12/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania atrolineata,9.911111,-84.266667,extant,3/12/05,GBIF,INBio,INBio,INBio,Plantae,2454,1,NA,
Serjania,Serjania mexicana,13.08333,-84.26666,extant,4/22/49,MO,NA,NA,NA,NA,280,1,NA,
Serjania,Serjania rhombea,9.9,-84.26,extant,NA,GBIF,Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),1762,1,NA,
Serjania,Serjania caracasana,9.89,-84.26,extant,1/25/03,GBIF,MA,MA,MA,MA,3753,1,NA,
